entity_id,short_text,ambiguous_entity,candidate_link
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/List_of_characters_from_The_Sopranos_-_Friends_and_Family
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_Brothers
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_O'Connor_(Hollyoaks)
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finland
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_(dinghy)
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Demographics_of_Finland
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_Hudson
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_(Frisian)
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finn_(album)
237967208125435904_finn,@JeremyTheNerd I like how everyone except Finn understands her perfectly too.,finn,http://en.wikipedia.org/wiki/Finns
238858658690252800_republican,My newest follower is a Republican state senator. I'm not even in his district.,republican,http://en.wikipedia.org/wiki/Republican
238858658690252800_republican,My newest follower is a Republican state senator. I'm not even in his district.,republican,http://en.wikipedia.org/wiki/Republican_Party_(United_States)
238858658690252800_republican,My newest follower is a Republican state senator. I'm not even in his district.,republican,http://en.wikipedia.org/wiki/Republican_Party_of_Minnesota
239612408828682240_kind,I've been wanting to make a boat for a long time. I think I should build a sloop. It's sort of the most basic kind of sailboat.,kind,http://en.wikipedia.org/wiki/Kindness
239612408828682240_kind,I've been wanting to make a boat for a long time. I think I should build a sloop. It's sort of the most basic kind of sailboat.,kind,http://en.wikipedia.org/wiki/Indianapolis_International_Airport
238769571581018112_donuts,"Get delicious donuts and support the DFL, all for only $4. If they're still $4, I dunno.",donuts,http://en.wikipedia.org/wiki/Burnout_(vehicle)
238769571581018112_donuts,"Get delicious donuts and support the DFL, all for only $4. If they're still $4, I dunno.",donuts,http://en.wikipedia.org/wiki/Doughnut
238769571581018112_donuts,"Get delicious donuts and support the DFL, all for only $4. If they're still $4, I dunno.",donuts,http://en.wikipedia.org/wiki/Doughnut_(driving)
238677885429354497_chipmunk,"There is a very angry chipmunk in my back yard. I dunno what he's angry about, but he sure is loud.",chipmunk,http://en.wikipedia.org/wiki/Chipmunk
238677885429354497_chipmunk,"There is a very angry chipmunk in my back yard. I dunno what he's angry about, but he sure is loud.",chipmunk,http://en.wikipedia.org/wiki/Chipmunk_(rapper)
238677885429354497_chipmunk,"There is a very angry chipmunk in my back yard. I dunno what he's angry about, but he sure is loud.",chipmunk,http://en.wikipedia.org/wiki/Alvin_and_the_Chipmunks
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/American_bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/Plains_Bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/Buffalo_Bisons
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/M._Bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/GNU_bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/Matt_Kemp
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/Basingstoke_Bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/North_Dakota_State_Bison
236634886209937408_bison,Tonight I ate bison flesh and drank ale. It is good.,bison,http://en.wikipedia.org/wiki/Bison
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Job_(professional_wrestling)
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Process_(computing)
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Employment
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Job_Cohen
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Job_Corps
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Book_of_Job
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Job_for_a_Cowboy
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Steve_Jobs
237593658415779841_job,@brojoghost Good job!,job,http://en.wikipedia.org/wiki/Job_(role)
237966938578489344_lot,Happiest of birthdays to both @eddplant and @Dannerzz! I love both you guys a lot.,lot,http://en.wikipedia.org/wiki/Land_lot
237966938578489344_lot,Happiest of birthdays to both @eddplant and @Dannerzz! I love both you guys a lot.,lot,http://en.wikipedia.org/wiki/LOT_Polish_Airlines
237966938578489344_lot,Happiest of birthdays to both @eddplant and @Dannerzz! I love both you guys a lot.,lot,http://en.wikipedia.org/wiki/King_Lot
237966938578489344_lot,Happiest of birthdays to both @eddplant and @Dannerzz! I love both you guys a lot.,lot,http://en.wikipedia.org/wiki/Lot_(department)
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Italian_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Governing_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Roman_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/United_States_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_Chile
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Australian_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_France
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_Canada
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_Romania
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_Brazil
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_Spain
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Belgian_Senate
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_(Mexico)
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_the_Philippines
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Senate_of_the_Republic_of_Poland
239025520891801600_senator,"Dang, I lost a follower, and it wasn't the senator.",senator,http://en.wikipedia.org/wiki/Argentine_Senate
236692032838594561_fuel economy,"My car gets 520,000 rods to the hogshead. How's that for fuel economy?",fuel economy,http://en.wikipedia.org/wiki/Fuel_economy
236692032838594561_fuel economy,"My car gets 520,000 rods to the hogshead. How's that for fuel economy?",fuel economy,http://en.wikipedia.org/wiki/Fuel_efficiency
236692032838594561_fuel economy,"My car gets 520,000 rods to the hogshead. How's that for fuel economy?",fuel economy,http://en.wikipedia.org/wiki/Fuel_economy_in_automobiles
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/Post_(Björk_album)
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/South_China_Morning_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/New_York_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/The_Washington_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/National_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/The_Sunday_Business_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/The_Jerusalem_Post
244673050702909441_post,I mad a good post about squirrels: http://t.co/LN01W3Nj,post,http://en.wikipedia.org/wiki/An_Post
251833793340661762_yeah,"It's Surly Wet season,  aw yeah bitches!",yeah,http://en.wikipedia.org/wiki/Yeah!_(Usher_song)
251833793340661762_yeah,"It's Surly Wet season,  aw yeah bitches!",yeah,http://en.wikipedia.org/wiki/Yeah_Yeah_Yeahs
236313275573358592_fun,@anakin1814 That's a fun time to shoot.,fun,http://en.wikipedia.org/wiki/Cedar_Fair_Entertainment_Company
236313275573358592_fun,@anakin1814 That's a fun time to shoot.,fun,"http://en.wikipedia.org/wiki/Fun,_Fun,_Fun"
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Water
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Properties_of_water
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Water_(classical_element)
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Water_(Wu_Xing)
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Water_(2005_film)
243441479148793856_water,I favorited a @YouTube video http://t.co/Zkti9qp1 John Cage - Water Walk,water,http://en.wikipedia.org/wiki/Water_(1985_film)
238865982343483392_sounds,"Oh, I've been forgetting to tweet animal sounds. Right now it's just crickets. I get owls sometimes though, so I'll keep you posted.",sounds,http://en.wikipedia.org/wiki/Sound
238865982343483392_sounds,"Oh, I've been forgetting to tweet animal sounds. Right now it's just crickets. I get owls sometimes though, so I'll keep you posted.",sounds,http://en.wikipedia.org/wiki/Sounds_(magazine)
238865982343483392_sounds,"Oh, I've been forgetting to tweet animal sounds. Right now it's just crickets. I get owls sometimes though, so I'll keep you posted.",sounds,http://en.wikipedia.org/wiki/The_Sounds
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Fandom
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Super_Smash_Bros._(series)
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/The_Fan_(1996_film)
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Mechanical_fan
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Hand_fan
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Science_fiction_fandom
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Fan_(person)
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Fan
239597888257273856_fan,"Successful video rendering only happens when I have an auxiliary fan blowing on the computer. Anyway, it's done now.",fan,http://en.wikipedia.org/wiki/Computer_fan
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/British_people
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/British_English
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/Kingdom_of_Great_Britain
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/Cinema_of_the_United_Kingdom
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/United_Kingdom
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/British_Empire
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/British
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/United_Kingdom_of_Great_Britain_and_Ireland
239102930005929985_british,"@Dan__Clark I have one of those, except it only holds an American pint, not one of your fancy British ones.",british,http://en.wikipedia.org/wiki/Great_Britain
238376281027268608_histories,@TheMadVender I love looking through those edit histories. Once I found the page where Stephen Fry had tried to correct his own article.,histories,http://en.wikipedia.org/wiki/Horrible_Histories
238376281027268608_histories,@TheMadVender I love looking through those edit histories. Once I found the page where Stephen Fry had tried to correct his own article.,histories,http://en.wikipedia.org/wiki/Histories_(Herodotus)
238376281027268608_histories,@TheMadVender I love looking through those edit histories. Once I found the page where Stephen Fry had tried to correct his own article.,histories,http://en.wikipedia.org/wiki/Twenty-Four_Histories
238376281027268608_histories,@TheMadVender I love looking through those edit histories. Once I found the page where Stephen Fry had tried to correct his own article.,histories,http://en.wikipedia.org/wiki/Histories_(Tacitus)
239064871361204225_nice,@corbin_as_fuck Nice!,nice,http://en.wikipedia.org/wiki/Nice_Observatory
239064871361204225_nice,@corbin_as_fuck Nice!,nice,http://en.wikipedia.org/wiki/OGC_Nice
239064871361204225_nice,@corbin_as_fuck Nice!,nice,http://en.wikipedia.org/wiki/The_Nice
239064871361204225_nice,@corbin_as_fuck Nice!,nice,http://en.wikipedia.org/wiki/Nice
238681589385666560_insane,@freshstartdiner I'd go insane.,insane,http://en.wikipedia.org/wiki/Insanity_defense
238681589385666560_insane,@freshstartdiner I'd go insane.,insane,http://en.wikipedia.org/wiki/Mental_disorder
238681589385666560_insane,@freshstartdiner I'd go insane.,insane,http://en.wikipedia.org/wiki/Insanity
238679052075012098_red squirrel,Other agitated animals I can hear include a red squirrel and a grey squirrel I am pretty sure. I'm just guessing.,red squirrel,http://en.wikipedia.org/wiki/Red_Squirrel
238679052075012098_red squirrel,Other agitated animals I can hear include a red squirrel and a grey squirrel I am pretty sure. I'm just guessing.,red squirrel,http://en.wikipedia.org/wiki/American_Red_Squirrel
238731625016475648_chair,My butt hurts form too much sitting. I need a treadmill desk. Or a more comfortable chair.,chair,http://en.wikipedia.org/wiki/Chairman
238731625016475648_chair,My butt hurts form too much sitting. I need a treadmill desk. Or a more comfortable chair.,chair,http://en.wikipedia.org/wiki/Professor
238731625016475648_chair,My butt hurts form too much sitting. I need a treadmill desk. Or a more comfortable chair.,chair,http://en.wikipedia.org/wiki/Master_of_Ceremonies
238731625016475648_chair,My butt hurts form too much sitting. I need a treadmill desk. Or a more comfortable chair.,chair,http://en.wikipedia.org/wiki/Chair
236288291379507200_lot,@anakin1814 I did 23 in 4 and a half miles and I thought that was a lot.,lot,http://en.wikipedia.org/wiki/Land_lot
236288291379507200_lot,@anakin1814 I did 23 in 4 and a half miles and I thought that was a lot.,lot,http://en.wikipedia.org/wiki/Lot_(department)
236288291379507200_lot,@anakin1814 I did 23 in 4 and a half miles and I thought that was a lot.,lot,http://en.wikipedia.org/wiki/LOT_Polish_Airlines
236288291379507200_lot,@anakin1814 I did 23 in 4 and a half miles and I thought that was a lot.,lot,http://en.wikipedia.org/wiki/King_Lot
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/APP
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/Amyloid_precursor_protein
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/Application
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/Android_Market
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/App_Store_(iOS)
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/Application_software
251414936528490496_app,"Oh man, I just got a new phone and it has a Twitter app. I have arrived in the 21st century.",app,http://en.wikipedia.org/wiki/IPhone_app
237007856740749312_shit,I wanna fuck shit up.,shit,http://en.wikipedia.org/wiki/Feces
237007856740749312_shit,I wanna fuck shit up.,shit,http://en.wikipedia.org/wiki/Shit
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Ion_channel
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_V
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_(digital_image)
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_catfish
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Quadraphonic_sound
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Distribution_(business)
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_(geography)
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/English_Channel
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Television_station
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_Islands_of_California
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/2channel
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Television_channel
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_Islands
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Mediumship
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_Tunnel
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Channel_(communications)
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Meridian_(Chinese_medicine)
239748605982949376_channel,I wish I could watch whatever channel @sportswithjohn is watching.,channel,http://en.wikipedia.org/wiki/Virtual_channel
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_(Ozzy_Osbourne_album)
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Mazda_Tribute
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_(song)
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_album
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_(Yanni_album)
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_(film)
239583453799137282_tribute,I favorited a @YouTube video from @scishow http://t.co/D4TSIuqf Neil Armstrong Tribute,tribute,http://en.wikipedia.org/wiki/Tribute_(play)
237053713888456704_baseball,"Me and @youraverageadam are gonna be good drinking and baseball watching buddies one day, you just wait.",baseball,http://en.wikipedia.org/wiki/Baseball_(ball)
237053713888456704_baseball,"Me and @youraverageadam are gonna be good drinking and baseball watching buddies one day, you just wait.",baseball,http://en.wikipedia.org/wiki/Baseball
237053713888456704_baseball,"Me and @youraverageadam are gonna be good drinking and baseball watching buddies one day, you just wait.",baseball,http://en.wikipedia.org/wiki/College_baseball
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/Source_(game_engine)
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/Source_text
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/The_Source_(magazine)
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/Counter-Strike:_Source
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/Source_rock
238380560458866688_source,@TheMadVender They undid it and it just stayed wrong until someone found a source.,source,http://en.wikipedia.org/wiki/Source_code
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Battery_(tort)
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Batting_(baseball)
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Battery_(crime)
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Glossary_of_baseball_(B)
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Batter
238155190035939328_batter,@katiefab Cool. I'll just fry the bacon and be ready with the pancake batter for whenever.,batter,http://en.wikipedia.org/wiki/Batter_(cooking)
240572175675969536_donuts,"Corndog for second breakfast, mini donuts for luncheon, footlong for dinner. Good times.",donuts,http://en.wikipedia.org/wiki/Doughnut_(driving)
240572175675969536_donuts,"Corndog for second breakfast, mini donuts for luncheon, footlong for dinner. Good times.",donuts,http://en.wikipedia.org/wiki/Burnout_(vehicle)
240572175675969536_donuts,"Corndog for second breakfast, mini donuts for luncheon, footlong for dinner. Good times.",donuts,http://en.wikipedia.org/wiki/Doughnut
237074824638377985_feet,"A two hour movie is made of 173,800 still photographs on 10,600 feet of film.",feet,http://en.wikipedia.org/wiki/Foot_(unit)
237074824638377985_feet,"A two hour movie is made of 173,800 still photographs on 10,600 feet of film.",feet,http://en.wikipedia.org/wiki/Foot_(prosody)
237074824638377985_feet,"A two hour movie is made of 173,800 still photographs on 10,600 feet of film.",feet,http://en.wikipedia.org/wiki/Foot
238683195418230787_airplane,"The animals have calmed down now. It is quiet. Quiet-ish, I mean, I can still hear an airplane, but when can I not?",airplane,http://en.wikipedia.org/wiki/Fixed-wing_aircraft
